-1.9485,2.1457,0.23355,1.0186,0.55262,0.59557,3.0469
-1.9491,2.1438,0.23272,1.0175,0.55517,0.59503,3.0468
-1.9509,2.1383,0.23028,1.0144,0.56271,0.59343,3.0464
-1.9538,2.1294,0.22629,1.0094,0.57501,0.59082,3.0458
-1.9578,2.1171,0.22082,1.0025,0.59188,0.58724,3.045
-1.9627,2.1017,0.21394,0.99374,0.6131,0.58274,3.044
-1.9687,2.0833,0.20572,0.98334,0.63847,0.57735,3.0429
-1.9756,2.062,0.19622,0.97131,0.66778,0.57114,3.0415
-1.9833,2.038,0.18551,0.95776,0.70083,0.56413,3.04
-1.9919,2.0114,0.17365,0.94275,0.73739,0.55637,3.0382
-2.0013,1.9825,0.16072,0.92639,0.77728,0.54791,3.0364
-2.0114,1.9512,0.14678,0.90875,0.82028,0.53879,3.0344
-2.0221,1.9179,0.1319,0.88992,0.86618,0.52905,3.0322
-2.0335,1.8826,0.11615,0.86998,0.91478,0.51874,3.03
-2.0455,1.8455,0.099591,0.84902,0.96586,0.5079,3.0276
-2.058,1.8067,0.082292,0.82713,1.0192,0.49658,3.0251
-2.0711,1.7664,0.064321,0.80438,1.0747,0.48482,3.0225
-2.0845,1.7248,0.045744,0.78087,1.132,0.47266,3.0198
-2.0983,1.682,0.02663,0.75668,1.1909,0.46015,3.0171
-2.1125,1.6381,0.0070447,0.7319,1.2514,0.44734,3.0142
-2.127,1.5933,-0.012944,0.7066,1.313,0.43425,3.0114
-2.1417,1.5477,-0.033268,0.68088,1.3757,0.42095,3.0084
-2.1566,1.5016,-0.053861,0.65481,1.4392,0.40748,3.0055
-2.1717,1.455,-0.074656,0.62849,1.5034,0.39387,3.0025
-2.1868,1.4081,-0.095586,0.60201,1.568,0.38017,2.9995
-2.202,1.361,-0.11658,0.57543,1.6327,0.36643,2.9964
-2.2172,1.314,-0.13758,0.54886,1.6975,0.35269,2.9934
-2.2324,1.2671,-0.15851,0.52237,1.7621,0.33899,2.9904
-2.2474,1.2205,-0.1793,0.49605,1.8262,0.32538,2.9874
-2.2623,1.1743,-0.1999,0.46999,1.8897,0.31191,2.9844
-2.2771,1.1288,-0.22022,0.44427,1.9524,0.2986,2.9815
-2.2915,1.084,-0.24021,0.41897,2.0141,0.28552,2.9786
-2.3057,1.0401,-0.25979,0.39418,2.0745,0.27271,2.9758
-2.3196,0.99726,-0.27891,0.36999,2.1335,0.2602,2.9731
-2.333,0.95563,-0.29749,0.34648,2.1908,0.24804,2.9704
-2.346,0.91535,-0.31546,0.32374,2.2462,0.23628,2.9678
-2.3585,0.87659,-0.33276,0.30184,2.2996,0.22496,2.9653
-2.3705,0.83948,-0.34932,0.28088,2.3507,0.21412,2.9629
-2.3819,0.80418,-0.36507,0.26095,2.3993,0.20381,2.9607
-2.3927,0.77083,-0.37995,0.24212,2.4452,0.19407,2.9585
-2.4028,0.7396,-0.39389,0.22448,2.4882,0.18495,2.9565
-2.4122,0.71062,-0.40682,0.20811,2.5281,0.17649,2.9546
-2.4207,0.68406,-0.41867,0.19311,2.5646,0.16873,2.9529
-2.4285,0.66005,-0.42938,0.17955,2.5977,0.16172,2.9514
-2.4354,0.63876,-0.43888,0.16753,2.627,0.1555,2.95
-2.4413,0.62033,-0.44711,0.15712,2.6524,0.15012,2.9488
-2.4463,0.60492,-0.45399,0.14841,2.6736,0.14562,2.9478
-2.4503,0.59266,-0.45945,0.14149,2.6905,0.14204,2.9471
-2.4532,0.58372,-0.46344,0.13645,2.7028,0.13943,2.9465
-2.4549,0.57825,-0.46588,0.13336,2.7103,0.13783,2.9461
-2.4555,0.57639,-0.46671,0.13231,2.7128,0.13729,2.946
-2.4555,0.57639,-0.46671,0.13231,2.7128,0.13729,2.946
-2.4549,0.57825,-0.46588,0.13336,2.7103,0.13783,2.9461
-2.4532,0.58372,-0.46344,0.13645,2.7028,0.13943,2.9465
-2.4503,0.59266,-0.45945,0.14149,2.6905,0.14204,2.9471
-2.4463,0.60492,-0.45399,0.14841,2.6736,0.14562,2.9478
-2.4413,0.62033,-0.44711,0.15712,2.6524,0.15012,2.9488
-2.4354,0.63876,-0.43888,0.16753,2.627,0.1555,2.95
-2.4285,0.66005,-0.42938,0.17955,2.5977,0.16172,2.9514
-2.4207,0.68406,-0.41867,0.19311,2.5646,0.16873,2.9529
-2.4122,0.71062,-0.40682,0.20811,2.5281,0.17649,2.9546
-2.4028,0.7396,-0.39389,0.22448,2.4882,0.18495,2.9565
-2.3927,0.77083,-0.37995,0.24212,2.4452,0.19407,2.9585
-2.3819,0.80418,-0.36507,0.26095,2.3993,0.20381,2.9607
-2.3705,0.83948,-0.34932,0.28088,2.3507,0.21412,2.9629
-2.3585,0.87659,-0.33276,0.30184,2.2996,0.22496,2.9653
-2.346,0.91535,-0.31546,0.32374,2.2462,0.23628,2.9678
-2.333,0.95563,-0.29749,0.34648,2.1908,0.24804,2.9704
-2.3196,0.99726,-0.27891,0.36999,2.1335,0.2602,2.9731
-2.3057,1.0401,-0.25979,0.39418,2.0745,0.27271,2.9758
-2.2915,1.084,-0.24021,0.41897,2.0141,0.28552,2.9786
-2.2771,1.1288,-0.22022,0.44427,1.9524,0.2986,2.9815
-2.2623,1.1743,-0.1999,0.46999,1.8897,0.31191,2.9844
-2.2474,1.2205,-0.1793,0.49605,1.8262,0.32538,2.9874
-2.2324,1.2671,-0.15851,0.52237,1.7621,0.33899,2.9904
-2.2172,1.314,-0.13758,0.54886,1.6975,0.35269,2.9934
-2.202,1.361,-0.11658,0.57543,1.6327,0.36643,2.9964
-2.1868,1.4081,-0.095586,0.60201,1.568,0.38017,2.9995
-2.1717,1.455,-0.074656,0.62849,1.5034,0.39387,3.0025
-2.1566,1.5016,-0.053861,0.65481,1.4392,0.40748,3.0055
-2.1417,1.5477,-0.033268,0.68088,1.3757,0.42095,3.0084
-2.127,1.5933,-0.012944,0.7066,1.313,0.43425,3.0114
-2.1125,1.6381,0.0070447,0.7319,1.2514,0.44734,3.0142
-2.0983,1.682,0.02663,0.75668,1.1909,0.46015,3.0171
-2.0845,1.7248,0.045744,0.78087,1.132,0.47266,3.0198
-2.0711,1.7664,0.064321,0.80438,1.0747,0.48482,3.0225
-2.058,1.8067,0.082292,0.82713,1.0192,0.49658,3.0251
-2.0455,1.8455,0.099591,0.84902,0.96586,0.5079,3.0276
-2.0335,1.8826,0.11615,0.86998,0.91478,0.51874,3.03
-2.0221,1.9179,0.1319,0.88992,0.86618,0.52905,3.0322
-2.0114,1.9512,0.14678,0.90875,0.82028,0.53879,3.0344
-2.0013,1.9825,0.16072,0.92639,0.77728,0.54791,3.0364
-1.9919,2.0114,0.17365,0.94275,0.73739,0.55637,3.0382
-1.9833,2.038,0.18551,0.95776,0.70083,0.56413,3.04
-1.9756,2.062,0.19622,0.97131,0.66778,0.57114,3.0415
-1.9687,2.0833,0.20572,0.98334,0.63847,0.57735,3.0429
-1.9627,2.1017,0.21394,0.99374,0.6131,0.58274,3.044
-1.9578,2.1171,0.22082,1.0025,0.59188,0.58724,3.045
-1.9538,2.1294,0.22629,1.0094,0.57501,0.59082,3.0458
-1.9509,2.1383,0.23028,1.0144,0.56271,0.59343,3.0464
-1.9491,2.1438,0.23272,1.0175,0.55517,0.59503,3.0468
-1.9485,2.1457,0.23355,1.0186,0.55262,0.59557,3.0469
